"6";"wright";"";""
"6";"usaram";"";""
"5";"organizado";"";""
"5";"encoraja";"";""
"5";"workshops";"";""
"5";"perguntou";"";""
"5";"sessões";"";""
"5";"blocos";"";""
"5";"havíamos";"";""
"5";"liderar";"";""
"5";"trabalhamos";"";""
"5";"casos";"";""
"5";"argumentos";"";""
"5";"prazos";"";""
"5";"chamar";"";""
"5";"empolgante";"";""
"5";"testadas";"";""
"5";"sede";"";""
"5";"formulação";"";""
"5";"acrescentou";"";""
"5";"surpresa";"";""
"5";"conduzimos";"";""
"5";"twitter";"";""
"5";"mensagem";"";""
"5";"intermináveis";"";""
"5";"permitem";"";""
"5";"entrou";"";""
"5";"prédio";"";""
"5";"califórnia";"";""
"5";"jornada";"";""
"5";"impressora";"";""
"5";"3d";"";""
"5";"professor";"";""
"5";"desenvolvido";"";""
"5";"categoria";"";""
"5";"cujo";"";""
"5";"designerchefe";"";""
"5";"acho";"";""
"5";"certos";"";""
"5";"cruciais";"";""
"5";"dezenas";"";""
"5";"distribuir";"";""
"5";"funcional";"";""
"5";"maiores";"";""
"5";"“se";"";""
"5";"preparar";"";""
"5";"colocou";"";""
"5";"sinceridade";"";""
"5";"telefone";"";""
"5";"“vou";"";""
"5";"usava";"";""
"5";"última";"";""
"5";"abriu";"";""
"5";"alegria";"";""
"5";"vou";"";""
"5";"aqui”";"";""
"5";"tentou";"";""
"5";"touch";"";""
"5";"screen";"";""
"5";"new";"";""
"5";"times";"";""
"5";"cujas";"";""
"5";"produção";"";""
"5";"quantas";"";""
"5";"superpoder";"";""
"5";"alunos";"";""
"5";"líder";"";""
"5";"detalhado";"";""
"5";"precise";"";""
"5";"incluindo";"";""
"5";"compras";"";""
"5";"clientela";"";""
"5";"país";"";""
"5";"internet";"";""
"5";"financeiro";"";""
"5";"desenhamos";"";""
"5";"ok";"";""
"5";"água";"";""
"5";"“tudo";"";""
"5";"tampouco";"";""
"5";"consumidor";"";""
"5";"simular";"";""
"5";"falso";"";""
"5";"funcionaria";"";""
"5";"crescimento";"";""
"5";"mapas";"";""
"5";"achar";"";""
"5";"david";"";""
"5";"vicepresidente";"";""
"5";"necessários";"";""
"5";"atalhos";"";""
"5";"lição";"";""
"5";"independentemente";"";""
"5";"habilidades";"";""
"5";"detalhe";"";""
"5";"jeito";"";""
"5";"sam";"";""
"5";"saiu";"";""
"5";"pronta";"";""
"5";"escolhido";"";""
"5";"vá";"";""
"5";"dedicar";"";""
"5";"itens";"";""
"5";"especiais";"";""
"5";"eficaz";"";""
"5";"clareza";"";""
"5";"disposto";"";""
"5";"querer";"";""
"5";"integrantes";"";""
"5";"principais";"";""
"5";"tutorial";"";""
